;userName;content;score;at
758;samud 12;"Aplikasi investasi yang mudah dan menguntungkan bagi pemula mulai 10rb kita sudah bisa mulai investasi pakai kode referral ""miftakul"" ya untul dapat cashback 25rb";5;2021-01-05 12.35.15
759;Revo Ryann;Bibit sangat lah bagus buat investasi keuangan yg masih pemula. Gunakan referal id saya kasihsayangibu Dan dapatkan voucher cashback sebesar 25000 ribu.;5;2020-12-30 18.01.19
760;fauzi fadilla;Dengan pendaftaran yang mudah. Dan transaksi yang mudah. Plus pelayanan web yg baik tanpa lag. . Bagus banget aplikasinya...;5;2021-01-05 0.10.26
761;rezki ramadhani rochmahmirnawati;"Dari sini kita belajar menabung pakai kode referal "" rzkirmdhni "" untuk mendapatkan chasback 25k";5;2021-03-12 22.27.11
762;Alvian;Lw bisa tambahkan 1 fitur biar lengkap fiturnya Pnarikan saldo ke akun dana misalnya biar mudah bagi yg gk punya ATM;3;2021-03-26 18.07.26
763;Vinna Hatica;"Bagus banget ngebantu buat orang awam yang belum ngerti cara investasi. Ayo pake kode referal aku ""vinna4"" dapatkan cashback 25.000";5;2021-01-03 5.19.08
764;afrino wisjatyo;"Cocok untuk newbie, pencari pasive income dan mengajarkan saving habbit... berawal dari ""mulai dulu aja""... 2021 resolusi baru.";5;2021-01-06 1.27.07
765;Ryan Setiawan;Aplikasinya bagus, sangat mudah bagi pemula, ayo segera daftar jangan lupa pakai kode referal jalani, langsung dapat cashback 25k;5;2021-01-14 16.27.16
766;Riska Firdaus;"Dengan mengisi kode referral ""MAJUO"" kamu akan mendapatkan cashback sebesar Rp.25000 secara cuma-cuma yang bisa ditarik dan bisa disimpan untuk investasi";5;2021-01-06 9.53.51
767;PetualangSpot Official;Nomer saya ko sudah terdaftar padahal saya baru saja download. Dan sebelumnya belum pernah daftar sekalipun tolong di perbaiki lagi supaya saya bisa daftar;1;2021-02-20 3.41.42
768;Muhamad Alif Thohir;Ralat dari bintang satu, Terima kasih atas feedback nya bibit, jadi semangat lagi investasi di bibit kalo bisa tingkat kan lagi kinerjanya supaya tidak ada masalah lagi kepada para customer.;5;2021-01-14 14.08.29
769;Dony Putra Perkasa;Aplikasi nya bagus, saya coba pake nominal kecil dan langaung ku jual semua ternyata kembali ke rekening Saya kira aplikasi tipu tipu, ternyata aplikasinya aman , cocok buat pemula seperti saya;5;2021-01-31 11.22.42
770;RAMA NUANSA;Aplikasi saham odong odong, penjualan saham saya belum sampai rekening hingga saat ini. Katanya tanggal 23 kemarin.;1;2021-03-24 16.25.27
771;setyo;"Aplikasinya gampang dipahamin bgt, cocok si buat pemula. Biat yg baru mau daftat, pake kode ""forcashback"" biar dapet cashback 25rb. Enak lah buat pemula";5;2020-12-24 8.39.27
772;Firman Syah;Aplikasi bibit bagus. Mudah untuk pemula yg akan memulai reksadana. Imbal hasil juga jelas. Semoga ke depannya bisa ditambahkan fitur membeli saham langsung. Sukses trus buat bibit.;5;2021-01-10 9.45.44
773;IndraJaya Putra;saya kasih 1 dl..baru mw cek ricek n cek again..kode refferral jangan diikutin semua..itu cuman buat elo semua jd anak buah dari si refferral yg lu ikutin n doi dpt fee 1% dr duit yg lo mainin..ga usa ikutin kode2 refferral..lu register aj dpt bonus 25rb..#salampemula;1;2021-01-11 22.53.27
774;Ulfatun Nikmah;smga berkah;5;2021-03-28 10.26.49
775;Naftalius Balenta Milala;Kelamaan pencairannya.. Ngak bisa jadi dana darurat, buat yang ingin invest mending punya dana darurat dulu. Soalnya cairnya 6 hari dari proses penjulan jual senin jam 9, masuknya kamis sore. Tapi untuk invest aman sangat.;3;2021-03-18 14.15.52
776;Dina Lestari;Bagus sekali, buat yang pemula sangat cocok. Tidak perlu khawatir akan proses pencairan dll karena disini 100% aman sudah diawasi OJK. Masukin kode referal cashbackmelimpah yakk kalau daftar;5;2021-01-01 4.06.30
777;Andreas I Novianto;Transaksi mudah, menggunakan gopay tinggal pake sidik jari langsung beres. Buat bro sis yg mau infest pake kode referral # superinves #. Kamu akan dapat cashback 25K.;5;2020-12-31 8.26.03
778;Brodanmotovlog;Aplikasi BIBIT sangat membantu sekali untuk pemula yang mau berinvestasi dengan memasukkan KODE REFERAL : *bibitinves*????kalian yg baru masuk bisa dapet modal awal 25.000 untuk berinvestasi. Salam cuan????;5;2021-01-29 4.40.57
779;Rahma wulan;Suka sama apk bibit ini. Baru 3 harian udah ada progrea smoga semain naik ratingnya dan semakin bagus;5;2021-04-01 10.44.56
780;ZIREG 05;Cara kerja lambat, masa iya 5 hari kerja belum juga muncul tanda penjualan. Padahal waktu transaksi pemberitahuannya butuh 1 sampai 2 hari kerja. Jadi sangsi mau lanjut nabung di sini.;1;2021-01-25 2.51.40
781;Afida Salsabilla;""" jangantertinggal "" kode refferal ini digunakan untuk mendapatkan cashback 25rb. Kapan lagi, jangan sampai tertinggal.";5;2021-01-05 3.55.51
782;Amasda Yusla;"Investasi itu gak ada ruginya, tapi bukan berarti akan untung terus. Semua itu tergantung pilihan kita sekarang, dengan mencoba pastinya ada kemungkinan untungnya walaupun kemungkinan rugi juga. Tapi beda kalau di Bibit, kita investasi bisa belajar dulu, dipilihin inverstasi yang cocok dengan kita dengan manager investasi yang pastinya sudah pengalaman dibidangnya. Mau daftar? Pake code referal saya aja ""masda45"" biar apa? Biar kita bisa untung sama-sama.";5;2021-01-04 2.52.54
783;Gabriel Getrouw;Saya akan percayakan investasi untuk pensiun, mudah2an investasi yang dapat dipercaya.;5;2021-03-20 16.23.27
784;official gaming;aplikasinya bagus bangget;5;2021-05-06 22.11.26
785;Junaedi Ikomang;Saya kasih bintang 3 dulu, untuk fiturý & UI udah bagus dan mudah di pahami tapi sedikit masukan untuk waktu traksaksi jual beli mungkin bisa di percepat lagi biar gak lama nunggunya. Supaya pengguna baru gag raguý mau investnya;3;2021-02-17 0.00.49
786;Ryan Sandria;Terfavorit, interface simple, mudah dimengerti, cocok buat pemula maupun profesional. Sangat baik untuk manage investasi kita bertahun2 kedepan Score 100 dari 10;5;2021-01-05 14.24.39
787;indonesia update;"Sejauh ini aplikasi bagus,, kamu yg baru daftar masukan kode ""DIPAKAI"" tanpa tanda petik ya, lumayan kmu dapat cashback 25rb";4;2021-01-09 17.29.05
788;Alfin Irfai;Aplikasi lelet tpi klo keluar login lg login lg!!! Cukup tau dn uninstal!!;1;2021-03-28 10.58.12
789;Akun Adsenseku;Aplikasi ini cocok banget buat orang yang mau belajar investasi apalagi untuk pemula. Dan lumayan banget dapet cashback 25k hanya dengan memasukan kode refferal (calonmilyuner) .;5;2020-12-27 19.36.41
790;Nia Khoirunnisa;Alhamdulillah setelah punya aplikasi bibit bisa nabung ?? yuk jangan lupa nabung dan berinvestasi gaes. Jangan lupa juga untuk masukin kode referral : mtffnqk;5;2021-01-07 22.39.50
791;Sandy Syahro WTS;Sangat membantu bagi pemula seperti saya untuk mulai investasi,, yuk bagi pemula jangan ragu mulai Investasi.. Kode referral untuk dapetin cashback 25rb: kitabisainvestasi;5;2021-01-05 13.54.27
792;Nadia Munjiah;"Untuk pemula yang ingin berinvestasi reksadana di bibit bisa bgt nih pakai kode referral ""salamnabung"" untuk mendapatkan cashback senilai Rp. 25000 #salamnabung :))";5;2020-12-31 6.19.13
793;Arief B;"No referal sy h13jk Tolong yah dibantu input. Aplikasi ini memudahkan orang awam utk paham Reksadana. Pembayaran jg gampang bisa pakai SMS/mobile banking; gopay, linkAja.";5;2020-12-27 17.38.55
794;Akmal Murodhi;"Simple. Mantab. Cocok buat pemula Cara dapetin cashback nya juga mudah. Tinggal masukin kode referral ""referraldana"" udah dapet cashback 25k kan lumayan";5;2021-01-01 7.36.18
795;Zus Riva Bahari 17513317;Maaf saya pemula saya barusan pakai robo advisor sudah saya inves saldo tapi kok gk ada perkembangan naik turun masih stuk 0%, aplikasinya kok juga sering lemot ya , trus sering suruh login kalo di refresh , tolong diperbaiki;2;2021-02-25 4.32.03
796;Anisa Rosalina;Mntap buat pemula;3;2021-04-06 3.01.02
797;Wira Salira;"Apknya bener* mantul??ayo investasi bibit mulai dari sekarang mulai dari Rp.10000 loh jangan lupa pakai kode ""bibitkucintakau"" untuk dapatkan cashback sebesar Rp.25000";5;2021-01-13 23.33.55
798;muhamad saefi;Ada yg kurang min soal pembayaran...kalo bisa cara pembayaran na di tambah,seperti dana dan ovo.-semoga cepet d acc biar sy mudah dalam melakukan investasi.;4;2021-03-02 5.47.40
799;Memoakbar Ilahi;Refferal kode (calon) dapat cashback 25000.. Kalo bukan sekarang kapan lagi,, kalo bukan kita siapa lagi!!!!!!!!!!!!!!!!!!!!!!!!;5;2021-01-01 5.31.24
800;M. Bram Efano Ramadhoni;Apakah bibit masih belum bisa juga memakai ovo untuk pembayaran????;1;2021-04-08 15.21.36
801;Bos Menteng;Sebenarnya bagus tp ketika mau investasi harus transfer bank BCA sedang rekening pribadi Madiri jadi ada biaya transfer yg harus ditanggung. Baiknya disediakan pilihan rekening bank yang sesuai dengan investor.;4;2020-12-24 12.51.23
802;BaMs01;saya kan udah jual, napa udah seminggu uang gk ad sampai di rekening??;1;2021-03-21 12.37.10
803;fajar ilham;Bibit adalah aplikasi untuk investasi bagi para pemulia, yang tentunya nabung di bibit dapat memberikan Cashback 25.000 . Dan masukkan kode Referral ( 111fjr );5;2020-12-28 5.36.00
804;Andia Saskia Evita Cahyani;"kalau bukan sekarang kapan lagi, ayo kita bangkit bersama dengan menabung, jangan lupa kode referal ""bangkitnabung"" dan dapatkan cashback senilai 25000 !!!";5;2021-01-15 13.54.56
805;devi agustina;Dengan menggunakan kode referal (deviagustina) kamu akan mendapatkan cashback 25000. Bagi pengguna baru jangan lupa yaa .;4;2021-01-05 12.06.08
806;Fahmi Nur Iman;jangan pernah coba coba aplikasi ini, jual reksadana 600k keterangan berhasil. tapi yang masuk ke rekening cmn 200k. jangan berani coba2!!!!!?!!;1;2021-02-19 14.19.49
807;Bryan Fernandes;Saya ngejual 1,3 juta , kenapa yang masuk cuma 600.000 sekian? Sedangkan ini sudah 7 hari proses kok cair yang saya dapet cuma setengahnya?;1;2020-12-29 23.00.54
808;rahma meiliza;Nyimpan secara teratur keren ni, dibanding di bank, kena biaya admin kan y, dan bisa pilih mau invest di perusahaan Syariah;5;2021-01-05 5.32.18
809;iman salamun;Untuk pelayanan dan informasi terbuka dan kooperatif.. skr saya kasih bintang 5, sambil berjalan kalau bagus bgt saya kasih bintang 7. Hehe;5;2021-01-06 3.11.38
810;Tri Kushardianto;Investasi anggap aja untuk belajar nabung, tapi kalo teman2 belum ada uang bisa download dlu aja aplikasi pke kode refferal dari sayah dapet 25 rb langsung dijamin. Ini Kodenya refferalnya : bibitkus Cukup ketik bibitkus diawal download kalian sdh daper 25 rb gratis;5;2021-01-05 10.29.50
811;Winston K Cakra;Aplikasi yang sangat keren dan sangat membantu Membuka wawasan untuk saya mengenai investasi Reksadana Terima kasih Bibit Semakin berkembang & sukses terus;5;2021-01-04 17.27.12
812;Apapun Bisa;Kece bangett?? baru daftar udah dapat jajan 25k, hanya dengan menggunakan kode referal ini : SIAPUNTUNG1. Aplikasi yang keren?????? yuk sama2 jadi investor yang hebat sperti han ji pyong dongg???? aminnn??;5;2021-01-07 0.15.31
813;illa malvia;Aplikasi yang bagus. Meraih sukses dengan bibit. Gunanakan kode referral (shopping) untuk mendapatkan cashback.;5;2021-01-04 3.38.29
814;Abdul Falak;"BIBIT INI COCOK BANGET BUAT PEMULA KAYA PELAJAR SEPERTI SAYA. ADA KAMUS,ARTIKEL,DESIGN UI SIMPLE. GAMPANG DAH POKONYA BAKAL LEBIH ENAK MAKE KODE REFEAL ""orgpintar"" SUPAYA ANDA DPT CASHBACK DAN SEMAKIN PINTAR MENGATUR KEUANGAN ANDA:)";5;2021-02-19 17.07.39
815;Dnai;Pengalaman saya proses pembeliannya sangat lambat, tidak sesuai keterangan. Robotnya masih harus dikembangin lagi biar lebih pinter.;2;2020-12-25 22.30.28
816;Anthony Umbu;maaf saya kasi bintang 3 dulu ya, saya baru pemula. Kalau bagus saya tambahin bintangnya.????;3;2021-03-11 16.37.51
817;Dio afrianza dwityo;Ayo gabung bersama bibit di code referral dwityo agar dapat cashback 25.000 ???? Reksadana yang memberi kemudahan bagi yang pemula dengan modal kecil...;5;2021-01-16 0.09.35
818;Youtuber Noob;"Aplikasi ini benarý sangat bermanfaat. Ayo gunakan aplikasi bibit, dan pakai kode referral ""anakalim"" untuk langsung dapet cashback 25000 dan beneran bisa di pakai";4;2020-12-24 4.45.10
819;Charles Djawa;Sekuritas yg ini bagus, Tampilan homenya juga sederhana ga ribet, ada robonya juga kalo masih bingung mau pilih produk reksadana yg mana. Tapi tolong tambahin tampilan dark modenya.;5;2021-01-13 9.44.46
820;abdul bara;Kereenn dan Recomended banget.. senang banget pas pertama kali nabung langsung untung.. Kalau mau coba bibit, nanti biar dapet cashback 25 rb, masukan kode referal bibitnya : abdulbara;5;2021-01-12 0.20.51
821;Atik Ulinuha;Teman-teman yang mau memulai mempersiapkan masa depan bisa pakai kode referal aku: AKUUANG untuk dapatkan cashback 25K. Yuk cuan bersama :);5;2021-01-02 13.21.14
822;Budi Nugroho;"Turunya tinggi naiknya rendah. Gimana nih min. Bangkrut lama"" uang saya berkurang sedikit demi sedikit";1;2021-03-17 18.22.07
823;Supri adi;Witdrawnya lama masa butuh waktu 7 hari kerja. Males kalah sama aplikasi sebelah. Hitungan jam sudah bisa ditarik;1;2021-03-22 3.05.02
824;Suseno Kam;Saya mau daftar tapi tidak tau kode reffral oposialnya...di mana melihat kodenya,jdi skr saya blm daftar...mohon admin kasih kode reffral oposialnya biar saya bisa regetrasi;4;2021-03-01 20.11.47
825;Andrew Febrian;Gk tau cara menggunkannya , mau invest tpi takut salah. Ikut2 an kasih bintang 5;5;2021-04-03 2.46.44
826;21 Cuan;Yuk berinvestasi sekarang. Masukkan referal .andirizky. untuk mendapatkan 25000;5;2021-03-15 16.53.34
827;dewa aditra;"Di coba dlu berinvestasi belajar pelan"" pasti bisa dari pada berinvestasi yg belum pasti, coba pakai aplikasi ini di pelajari pasti bisa";5;2021-01-05 11.17.11
828;Suci Karnata wijaya;"Rekomen bgt buat pemula yg ingin belajar investasi. Jangan lupa saat regristrasi masukan refferal ""AAORAXS"" ya biar dapat 25k..yok semangat menabung bwt masa depan????";5;2021-01-13 15.20.46
829;Darmawan T Nugroho;Dengan Bibit bisa langsung dapat saran pori investasi, dan on line timeless komparasi performance antar Reksadana, dan bisa kita setting preferensi Syariah.. proses pembelian reksadananya juga mudah secara elektronik...;5;2021-01-12 10.48.02
830;KLAN studio;Baru registrasi tapi pengiriman kode verifikasi lewat SMS/WA nya lamaaaa (masih blm terkirim);5;2021-03-24 19.49.00
831;Widodo Satrio;Cocok buat investor pemula, mudah dan gk ribet. Makasih bibit, semoga dapat berinvstasi terus di dini, Tingkatkan terus??;5;2021-01-07 23.19.15
832;Liesha R Geraildin;Dari kemarin akun bibit sy tidak bisa konfirmasi email, tidak ada email masik di akun google sy. Jadi bagaiamana bsa sy konfirmasi kalau gaada inbox apapun dr bibit? Tolong konfirmasiny;3;2021-01-06 5.41.49
833;Eko Hery Yawan;Saya kasih prediksi penilaian berdasarkan prediksi penilaian saya sebagai orang bodo yang mau pinter dan maju beruntung. Lambat sekali.;1;2021-02-04 11.08.07
834;Taka Nuril;"REFERRAL : [ melon ] ???????? salam cuan.. Awalanya sih ragu, tapi setelah di coba 2 hari dah cuan.. ?? ?? anjirrrr gara"" Bibit jadi mecahin celengan ayam bank mandiri.. itu loh tabungan gambar ayam wkwkwkwkwkkwkwkwk.. btw, yg mau cashback 50.000 pake kode referral dari bibit. Pake kodenya sayang kalo gk dipake. . . . kode referral ; ? melon";5;2021-03-19 4.12.02
835;Story Of Pak Lurah;Mari memulai investasi sejak dini. Agar financial kita dimasa depan terjaga. Gunakan refferal ini ( gaspolterus ) untuk mendapatkan cashback senilai 25rb.;5;2020-12-27 14.25.53
836;Kechupss_;BORNBAD, kode referal untuk mendapatkan cashback 25 ribu. Bagi kalian pengguna baru mohon dicoba....;5;2021-03-16 2.53.51
837;Ady Lapian;Sejauh ini saya puas dengan sistem investasi bibit,tentunya masih perlu bimbingan lebih lanjut buat saya sebagai pemula dalam berinvestasi;5;2021-01-12 7.45.44
838;Cokro Atmojo;Masih tahap belajar tapi so far its okay, makin sukses dan semoga kalau ada keluhan cepat terselesaikan. Serta perlindungan data diri;4;2021-01-12 2.21.57
839;Nisya Icha;Awalnya suka pake bibit, tp kok lama2 apk nya jdi ngeselin yaa, masak tau2 logut sendiri tiap mau buka apknya harus login. Tolong perbaiki dong!;2;2021-02-01 7.13.47
840;Akhwat Fillah;"Ayo download aplikasi nya, aku sendiri baru pemula dan akkan terus mencoba. jangan lupa ya pake kode ""AYOMENABUNGKAKAK"" biar dapet 25.000 gratis buat akun bibit kamu??";5;2021-01-17 8.01.05
841;irawan wae;Untuk mempermudah buat yg baru gabung,,tolong dong di permudah bahasa buat kami,agar kami lebih mudah untuk memahami selama kita ikut reksa dana bibit dan untuk jenjang kedepanya gmn;4;2021-01-09 19.47.10
842;Fahrudin Alwiyanto Chanel;hebat Bibit Jos;2;2021-04-07 13.34.20
843;Hairul Arifin;Invest sekian, naik lalu dijual dengan keungangan sekian, harga jual jauh tidak setara dengan invest! Malah rugi! Gak sesuai! soal pembayarannya!;1;2021-02-09 10.17.42
844;Delvina Callista;"Apknya bagus sekali. Oiya buat kalian yg mau daftar jd lupa pake kode referalku ya "" JODOHSAYA "" nnti kalian bakal dpet 25rb";5;2020-12-31 5.43.08
845;Alfa Zoldyck;Stuck, white screen, blank. Hapus chace, penyimpanan, uninstall tetap ga bisa, aneh!;1;2021-03-23 18.00.21
846;Henny Sembiring;Kode referal: henaybibit Bibit aplikasi mudah dalam berinvestasi untuk masa depan;5;2021-03-12 2.56.18
847;Ks Widodo;Bibit memang TOP, senang dan mudah penggunaannya biarpun pemula, yuk download dan masukkan referral ( rinie ). agar dapat Cashback nya,,,,,;5;2021-01-13 15.50.00
848;Agus Yusuf;Bagi yang masih ragu untuk investasi, aplikasi ini cocok bagi Anda pemula.. tidak susah menggunakannya.........;5;2021-01-07 23.01.05
849;Adit ya;Aplikasinya bagus.. gampang cara pakainya dan mudah di mengerti.. Semoga apk nya lebih di sempurnakan lagi, supaya lebih enak make apk nya..;5;2021-01-05 9.30.58
850;Muhamad Riziq Fadilah Amaly;"Aplikasi ini bagus untuk pemula yg ingin berinvestasi, buruan download dan masukan kode reveral : ""adilinvest"" dan dapatkan cashback Rp. 25.000";5;2021-01-04 4.49.50
851;Mochamad Fauzin;Kalau udah investasi mau lihat profit dan mau ambil dana nya gmna kok gak ada fitur wah ini penipuan... Maaf saya dulu belum paham aplikasinya ..maff maff;2;2021-02-25 10.38.26
852;Affandi Ahsan;Kamu bisa memakai kode referral : ukhti1 saat mendaftar. Kode referral ini berfungsi agar kamu mendapat cashback sebesar Rp.25.000;5;2021-01-08 9.01.12
853;Deya Apriyani;"Aplikasi yg sangat mudah untuk investor pemula, ga kalah gampang sama checkout di syopi haha buat yg baru download masukin aja kode referral ""cuansamasama"" biar dapet 25rb guys";5;2021-01-13 1.51.05
854;Rahma Yanti;Saya kasih bintang lima, karena aplikasi sangat tepat untuk pemula, jangan lupa pakai kode referral : Dinamis;5;2020-12-30 10.48.26
855;Video pendek Lucu;Mengenai bibit belajar investasi mudah untuk para investor pemula kayak saya .. terimakasih bibit?????? untuk yg baru download dan pasang aplikasi bibit silahkan kalian masukkan kode referral ini : jawhead |agar kalian dapat cashback 25ribu gratis ...?????? Lumayan buat tambah saldo yg kalian investasikan????????????;5;2021-01-10 5.52.40
856;Reno Untoyo;Rekomendasi banget kalau untuk saya, pelayanan juga cepat dalam penarikan dana. Selain itu bisa memulai dengan saham gak begitu besar dan saya sudah bisa bersaham. Sangat bagus.;5;2021-02-19 0.42.26
857;MN Gaming;kalo menrut aku sih bagus sebagai pengguna baru terima kasih bibit semoga tidak mengecewakan;5;2021-04-07 10.41.35
858;Fahrudy st;mau main, gk ada kode referal... ini cara main nya gimana ya.?;4;2021-03-11 10.58.35
859;Iqbal Papa khalisa;Sejak 07 jan top up ratusan ribu Skrg sudah 10 feb.... Malah minus....padah di data retur 30%..... kasih *1....dan gkn pakai lagi....;1;2021-02-10 14.25.47
860;Ricky Andri Widayat;pencairan dana sudah lebih 7hari kerja namun belum masuk ke rek.saya jadi meragukan keamanan aplikasi ini.jangan dilihat dari uang invesnya namun buat lah kepercayaan dari ivestor pemula agar bisa lebih bercaya!;2;2021-02-10 4.48.09
861;Eddu Junerivellino;Mantull.... Recomended buat investor yg masih newbie, lbh save drpd maen saham sndiri, lbh praktis, tinggal top up...??????;5;2020-12-31 8.46.07
862;Dea Nuril;"Masukkan kode referal : ""investasiyesss"" ya untuk yang baru install dan dapatkan bonus cashback senilai 25ribu";5;2021-01-06 7.12.43
863;Ferri Sandria;Aplikasi ini recommeende buat pemula yg sedang belajar investasi fitur dan layanan pun juga mudah. Untuk mendapta cashback di awal pakek kode referal ini ya (sands) di akun kalian;4;2021-01-14 0.23.30
864;Para Jancukers;Kenapa uang saya belum cair sampai sekrang?..udah seminggu lebih .tolong .tolong sekali kepada bibit.;1;2021-02-24 11.14.44
865;Vhino Gamming;Saya kasih bintang 5 soalnya aplikasinya menurut saya membantu bagi inves awala seperti saya, tapi ada satu kendala, tolong untuk peningkatan jaringanya di perbaiki lagi, ???????? bibit the best;5;2021-02-02 3.14.08
866;M.iqbal Ramadhan;Sejauh ini sih oke, tp kalo berubah di turunin ya bintangnya. Aku harap nambah oke lagi. Sukses terus bibit;5;2021-01-06 0.59.46
867;Bob Azazi Zuchri;Cara investasi paling simpel dan mudah hanya ada di Bibit, sukses selalu bibit jaga kepercayaan kami semoga semakin baik kedepannya;5;2021-01-05 4.49.52
868;Muchammad Daniyal Kautsar;Sejauh ini yg terbaik dari UI UX nya. Semoga kedepan lebih banyak produknya;5;2021-03-20 22.30.06
869;Ardiansyah K;mantap cuan disini;5;2021-03-22 21.41.26
870;Agus Mahendra;Saya sudah tranfer uang di bibit ke salah satu pasar uangnya sudah 5 saya nunggu tapi gk ada pemberitahuan apaý yg muncul uang saya pun hilang,tolong tanggung jawabnya admin????;1;2021-02-01 23.15.16
871;Heri_Kuswanto;Pokok nya keren, Untuk kalian yang lagi punya duit mau investasi Gak bikin pening, Yah ini aplikasinya Bibit Udah kalian download sekarang Cocok untuk semua semuanya Gak usah kelamaan??;5;2021-01-08 1.56.17
872;Sterben SZ;Aplikasinya bagus dan gampang digunakan bagi pemula seperti saya;5;2021-05-31 18.53.41
873;Anggita Margareth;Nyesel banget makai bibit. Bisaýnya buat saya jadi terus semangat abis bangun liat app terus ngeliat peningkatan tabungan saya hehehe... Dasar bibit bisa aja buat saya mengalihkan perhatiann ????;5;2020-12-25 3.43.45
874;Desta wardiansyah;"Keren lah aplikasi nya, bisa investasi dengan mudah dan aman.. Yg mau dapet bonus 25rb, tinggal masukin nmer refferal ini ??"" destawardiansyah """;5;2021-03-03 4.49.34
875;Abbay Alfarizy;"bagussss bgtttt , jan lupa pake kode referral-ku ya ""adadehhh"" biar dapet cashback 25rb.";5;2021-03-18 14.23.33
876;Roli Manurung;sring trjadi bug stiap slsai diupdate;3;2021-04-12 12.32.39
877;BORES CHANELKU;saya coba wd hari kamis,, sampai hari minggu wd blm masuk.. hati2 dgn apk ini;1;2021-03-21 0.19.43
878;Aditya Putra;Investasi yang mudah dan aman. Ayo yang baru bergabung pakai kode reff untuk mendapatkan cashback 25k Code : ayoberbagisaham;5;2021-01-08 17.19.44
879;Raden Ariyanto;Aplikasi yang sangat bagus buat pemula. Bagi teman yang baru gabung masuk kode referral ini( lnvsdjt ) agar bisa dapat bonus;5;2020-12-28 13.36.53
880;chrisna adhi wiga putra;"Yuk mari berinves, dapetin cashback 25k setiap anda menggunakan kode referral ""goinvesbro"" ini saat anda registrasi.";5;2021-01-06 6.51.02
881;Rashari;"Aplikasi terbaik untuk investasi masukan kode referral = ""csbackbibit"" dapat kan cashback nya, yu sama sama investasi";5;2021-02-19 2.51.14
882;Suhada Juna;Mantap, aplikasi yang bagus untuk investasi, mendapatkan cashback juga setelah daftar, ayooo investasi, jan lupa Code referal saya (julians);4;2021-01-16 8.47.30
883;Handika Kurniawan;Aplikasi keren, membantu banget buat yg mau mulai investasi. Ayo gunain kode referral dikaawan buat dapetin bonus cashback reksadana;5;2021-01-01 7.34.38
884;Muhammad Sihabudin;"Lumayan untuk pemula. Bisa belajar dari nominal kecil. Jangan takut mencoba kawan. PAKE KODE REFERRAL ""msidn"" dapat saldo Rp 25.000";5;2021-02-04 0.13.46
885;Bima Rafisalam;Mau cek portofolio sendiri aja ga bisa, alasan nya koneksi terputus terus padahal di app lain koneksi lancar lancar aja Pindah ke ajaib aja;1;2021-03-01 10.12.11
886;Dhian Misrofatun;Berusaha buat investasi untuk masa tua. Semoga berhasil. Yuk temen2 yg masih belajaran investasi bisa download dan ikuti cara kerjanya, jgn lupa pake kode referral bibitdhian agar bisa dapat cashback lhoo 25rb. Mantul kan????;5;2021-01-07 19.19.03
887;Anisah Sikapti;Mudah bagi pemula, nilai investasinya juga beragam dan terjangkau, yey! udah bisa pakai virtual account bca. Thanks bibit! pakai kode referral 'anisah' kuy biar dapat casback 25rb!;5;2020-12-30 21.28.42
888;Danu Tirta;Verifikasi dari KSEI nya lama sekali.. estimasi tggl 17 tapi sampe skrng belum juga;1;2021-03-18 15.04.45
889;danz 19;NAIK NYA PELAN TURUNYAH GESIT YABibit;3;2021-04-13 22.50.35
890;Mada Channel;Belajar investasi direksadana adalah hal yang membuatku sungguh belajar akan arti investasi sesungguhnya. Apalagi dipandu oleh rekan2 yang ahli dalam grup telegram. Trims Bibit;5;2021-01-07 17.15.14
891;Farhan Ekayudha;"Rasakan manfaat nya ,jgn lupa biar sama2 menguntungkan !masukan kode refferalnya ya manteman agar bisa mendapat 25rb ,,masukin aja ya ""manfaatbibit""";5;2021-01-14 16.23.56
892;an ni'mah CHANNEL;Aplikasi mantap dari pada uang jajan a is mulu mending di inves aja dan jangan lupa pakai kode (vyrsezd) supaya kamu dana inves gratis buruan;5;2020-12-24 19.33.21
893;FASTABIQUL_ KHOIROT;Tolong dong pihak BB Uuntuk nambahin fitur pembayaran lewat dana/ovo/link/PayPal;4;2021-05-31 4.46.54
894;Azriel Daffa;Tambahkan alat Pembayaran melalui e wallet lain seperti dana dan ovo, Terimakasih ??;5;2021-03-13 9.16.07
895;Indah Widi A;Baru mencoba. Aplikasi mudah digunakan terutama bagi pemula...????Semoga semakin berkembang dan lebih baik lagi..;4;2021-01-14 2.16.34
896;Ihdinal Fsa;Saya sebagai pemula berharap, semoga kedepannya bisa memenuhi kebutuhan sehari-hari saya dengan inveatasi di aplikasi ini.;5;2021-01-06 0.16.41
897;Johana Rahmat;Narik saldo ke bank tetapi yg masuk jumlahnya tidak sesuai klu ada potongan sih gak apa ini malah di potong separuh dari yg di investasi..;1;2021-02-03 4.44.24
898;Isti Rosanah;sumpah kecewa bgt sama aplikasi ini pdhal saya gak pernah logout tau2 langsung logout dan gak bisa di buka lagi ini gimna please deh klo pgn usahanya lancar jgn gini dong saya gak pernah logout masa tau2 logout kan ngaco bgt;1;2021-02-22 9.36.46
899;Hanny Harianja;Yuukkkk mulai berinvestasi buat masa depan... Jgn lupa daftar, syaratnya mudah dan masukkan kode referal (percayadenganiman) agar kamu bs dptkan cashback 25.000 yg bs dipakai utk berinvestasi.... Tq;5;2020-12-30 21.58.31
900;Rizal Tejho;"Bintbag 4 dlu yah. Bantu ya pake kode referal (rizshop) belajar pelan"" menabung investasi disini. Jika nyaman dan aman saya lanjutkan. B5";4;2021-01-13 19.10.10
